customer_id,annual_income,num_children,num_teenagers,signup_date,days_since_last_purchase,has_recent_complaint,spend_wine,spend_fruits,spend_meat,spend_fish,spend_sweets,spend_gold,num_discount_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,web_visits_last_month,accepted_campaign_1,accepted_campaign_2,accepted_campaign_3,accepted_campaign_4,accepted_campaign_5,accepted_last_campaign,Age,days_since_signup,education_level_Master,education_level_PhD,education_level_Primary,education_level_Secondary,education_level_Unknown,marital_status_Married,marital_status_Partnership,marital_status_Single,marital_status_Widow,cluster_kmeans
891,51411.0,1,1,2013-09-07,60,0,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,74,4457,1,0,0,0,0,0,1,0,0,0
10381,47691.0,0,1,2013-07-05,43,0,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,46,4521,0,0,0,0,1,0,0,1,0,0
3525,38200.0,1,1,2012-12-07,19,0,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,55,4731,0,0,0,0,0,0,1,0,0,0
6818,44989.0,0,1,2012-09-12,26,0,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,51,4817,0,0,0,0,0,1,0,0,0,2
3526,38443.0,1,1,2014-01-27,58,0,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,57,4315,0,1,0,0,0,1,0,0,0,0
8181,38593.0,1,0,2013-09-13,42,0,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,47,4451,0,0,0,1,0,0,0,1,0,2
1029,64413.0,0,1,2013-08-01,27,0,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,55,4494,0,1,0,0,0,0,1,0,0,2
7369,36959.0,1,0,2013-10-02,56,0,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,44,4432,1,0,0,0,0,1,0,0,0,0
2574,61996.0,0,1,2013-01-31,27,0,1050,12,144,0,0,24,3,6,4,8,5,1,1,0,1,0,1,48,4676,0,1,0,0,0,1,0,0,0,2
8159,51287.0,1,1,2014-04-01,10,0,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,57,4251,0,0,0,0,0,1,0,0,0,0
1160,13260.0,1,1,2013-08-23,48,0,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,55,4472,0,0,0,0,0,1,0,0,0,0
10242,47472.0,1,1,2013-09-16,39,0,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,59,4448,0,1,0,0,0,0,1,0,0,0
5253,54603.0,1,1,2013-07-09,85,0,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,69,4517,1,0,0,0,0,0,1,0,0,2
5966,45207.0,1,1,2012-11-10,64,0,203,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,0,51,4758,0,1,0,0,0,1,0,0,0,0
5314,40689.0,0,1,2013-03-18,69,0,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,74,4630,0,0,0,0,0,0,1,0,0,2
5081,47821.0,1,1,2013-10-20,54,0,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,58,4414,0,0,0,1,0,0,1,0,0,0
5123,27450.0,0,0,2013-04-15,57,0,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,74,4602,1,0,0,0,0,1,0,0,0,0
5756,39453.0,1,0,2014-04-03,64,0,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,42,4249,0,0,0,0,0,0,1,0,0,0
8036,26850.0,1,1,2014-04-18,10,0,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,54,4234,0,0,0,1,0,0,1,0,0,0
9058,79800.0,0,0,2012-09-23,65,0,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,0,1,1,70,4806,0,0,0,0,0,0,0,0,1,1
5057,61794.0,0,1,2013-09-14,74,0,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,64,4450,1,0,0,0,0,1,0,0,0,1
254,53863.0,0,1,2014-05-17,4,0,399,4,30,6,4,30,3,7,1,7,7,0,0,0,1,0,0,70,4205,0,0,0,0,0,0,1,0,0,2
4179,24221.0,0,0,2013-08-20,94,0,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,66,4475,0,0,0,0,0,0,1,0,0,0
3710,39684.0,1,0,2012-10-12,41,1,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,41,4787,0,1,0,0,0,0,0,1,0,0
7627,92163.0,0,0,2012-12-12,25,0,817,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,1,50,4726,1,0,0,0,0,1,0,0,0,1
4501,69882.0,0,0,2013-11-10,94,0,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,60,4393,1,0,0,0,0,0,0,1,0,1
6424,33178.0,1,0,2014-01-30,9,0,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,48,4312,0,0,0,0,0,0,1,0,0,0
3075,59973.0,0,0,2013-09-11,47,0,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,53,4453,0,1,0,0,0,1,0,0,0,1
4992,17459.0,1,0,2013-09-19,12,0,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,50,4445,1,0,0,0,0,0,1,0,0,0
5252,23910.0,1,0,2012-10-26,80,0,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,56,4773,0,0,0,0,0,0,0,0,0,0
7444,42169.0,1,1,2013-10-19,20,0,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,56,4415,1,0,0,0,0,1,0,0,0,0
6919,26224.0,1,0,2013-06-04,39,0,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,47,4552,0,0,0,1,0,1,0,0,0,0
3537,31089.0,1,0,2012-08-17,57,0,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,44,4843,0,0,0,0,0,0,1,0,0,0
10277,30081.0,0,1,2013-02-21,27,0,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,64,4655,0,0,0,0,0,0,0,1,0,0
2453,62807.0,0,1,2012-08-31,83,0,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,65,4829,0,0,0,0,0,0,1,0,0,1
7972,72906.0,0,0,2013-09-17,79,0,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,70,4447,0,0,0,0,0,0,0,1,0,1
895,61467.0,0,2,2012-12-09,69,0,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,77,4729,0,1,0,0,0,1,0,0,0,2
1177,49618.0,1,1,2013-01-26,77,0,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,59,4681,1,0,0,0,0,0,1,0,0,0
7141,21888.0,1,0,2012-12-29,15,0,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,39,4709,1,0,0,0,0,0,0,1,0,2
7232,42429.0,0,1,2014-02-11,99,0,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,52,4300,0,0,0,0,0,0,0,0,1,0
8477,26150.0,2,1,2013-03-11,61,0,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,69,4637,0,0,0,0,0,0,0,0,0,0
2457,30801.0,0,1,2012-10-26,23,0,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,50,4773,0,0,1,0,0,1,0,0,0,0
988,81168.0,0,0,2014-05-07,84,0,410,0,592,147,22,22,1,6,4,7,3,1,0,0,0,0,0,60,4215,0,0,0,0,0,1,0,0,0,1
7930,26877.0,0,0,2013-08-19,74,0,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,56,4476,0,0,0,0,1,0,0,1,0,2
4587,45006.0,0,0,2013-07-18,90,0,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,81,4508,1,0,0,0,0,0,0,0,1,2
6682,18978.0,1,0,2012-12-11,41,0,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,52,4727,0,0,1,0,0,1,0,0,0,0
6222,22574.0,2,1,2013-10-28,28,0,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,58,4406,0,0,0,0,0,1,0,0,0,0
10299,48240.0,0,0,2012-11-09,73,0,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,1,56,4759,0,1,0,0,0,0,0,1,0,1
3083,45837.0,1,1,2013-07-26,88,0,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,51,4500,0,0,0,0,0,1,0,0,0,2
8953,35791.0,2,1,2013-05-06,94,0,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,60,4581,1,0,0,0,0,0,0,1,0,0
1503,162397.0,1,1,2013-06-03,31,0,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,49,4553,0,1,0,0,0,0,1,0,0,0
8650,54162.0,1,1,2013-03-18,31,0,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,47,4630,0,0,0,0,0,0,0,0,1,0
10862,30522.0,0,1,2012-08-17,6,0,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,65,4843,1,0,0,0,0,1,0,0,0,2
2782,54456.0,0,1,2013-07-11,23,0,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,64,4515,0,1,0,0,0,1,0,0,0,2
6941,31632.0,0,0,2013-07-14,92,0,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,54,4512,0,0,0,0,0,0,0,1,0,0
10972,51411.0,0,0,2014-03-10,52,0,625,35,169,58,17,35,1,4,3,6,1,0,0,0,1,1,0,76,4273,0,0,0,0,0,0,0,0,1,1
10708,36975.0,1,0,2013-12-28,50,0,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,47,4345,0,0,0,1,0,0,0,1,0,0
6583,72635.0,0,0,2013-06-03,54,0,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,70,4553,0,0,0,1,0,1,0,0,0,1
3641,13624.0,1,0,2013-01-20,93,0,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,49,4687,0,0,0,0,0,1,0,0,0,0
10156,84196.0,0,1,2013-06-03,56,0,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,50,4553,0,0,0,0,0,0,0,1,0,1
4299,70971.0,0,1,2012-09-21,28,0,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,65,4808,0,0,0,0,0,0,1,0,0,1
3469,34487.0,1,1,2012-09-06,94,0,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,48,4823,0,1,0,0,0,0,0,0,0,0
5063,28769.0,1,0,2012-12-18,76,0,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,48,4720,0,0,0,0,0,0,0,1,0,0
10727,69084.0,1,0,2013-11-19,43,0,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,55,4384,0,1,0,0,0,1,0,0,0,1
9624,65488.0,0,0,2014-06-13,46,0,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,67,4178,0,1,0,0,0,0,1,0,0,1
5156,62466.0,0,1,2014-01-15,13,0,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,55,4327,0,0,0,1,0,1,0,0,0,1
4376,32218.0,0,0,2014-02-15,27,0,10,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,1,65,4296,0,0,0,1,0,0,0,1,0,0
8923,83917.0,0,0,2013-04-18,12,0,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,52,4599,0,0,0,0,0,0,0,1,0,1
8461,46102.0,2,1,2014-03-10,3,0,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,63,4273,0,0,0,0,0,0,0,0,0,0
6945,84574.0,0,0,2013-06-04,72,0,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,73,4552,0,0,0,0,0,0,0,1,0,1
944,56181.0,0,1,2013-01-08,6,0,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,63,4699,0,0,0,0,0,1,0,0,0,1
1907,63120.0,0,1,2012-09-28,53,0,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,75,4801,1,0,0,0,0,0,0,0,0,1
701,73691.0,0,1,2013-11-06,58,0,707,21,250,85,43,73,2,6,2,8,2,0,0,1,0,0,0,54,4397,0,0,0,0,0,1,0,0,0,1
3856,51411.0,0,1,2012-10-05,78,0,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,65,4794,0,0,0,0,0,0,1,0,0,1
4149,76140.0,0,0,2014-05-13,57,0,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,77,4209,0,1,0,0,0,0,1,0,0,1
2131,62859.0,0,1,2012-12-30,37,0,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,66,4708,0,1,0,0,0,0,0,0,0,2
2942,45906.0,0,1,2013-05-07,20,0,305,3,27,4,3,144,2,5,4,4,5,0,0,1,0,0,0,61,4580,0,0,0,0,0,0,0,1,0,2
1173,77632.0,0,0,2013-03-10,73,0,1200,105,758,0,42,147,1,4,2,6,2,0,0,0,1,1,1,78,4638,1,0,0,0,0,0,1,0,0,1
4381,46463.0,1,1,2013-08-18,56,0,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,54,4477,0,1,0,0,0,1,0,0,0,2
4611,105471.0,0,0,2013-01-21,36,0,1009,181,104,202,21,207,0,9,8,13,3,1,0,0,0,1,1,55,4686,0,0,0,0,0,0,1,0,0,1
3376,55282.0,1,0,2013-12-13,9,0,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,55,4360,1,0,0,0,0,0,0,0,0,2
4679,78710.0,0,1,2014-05-23,42,0,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,48,4199,1,0,0,0,0,1,0,0,0,1
10928,66886.0,0,1,2013-09-16,28,0,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,67,4448,0,0,0,0,0,0,1,0,0,2
4248,98777.0,0,0,2014-02-17,23,0,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,65,4294,1,0,0,0,0,0,0,1,0,1
6728,29103.0,1,0,2012-08-27,38,0,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,40,4833,0,0,0,0,0,0,1,0,0,0
6661,67445.0,0,1,2012-08-12,63,0,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,51,4848,0,0,0,0,0,1,0,0,0,1
4725,50616.0,0,1,2014-04-13,71,0,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,75,4239,0,1,0,0,0,0,1,0,0,0
3277,49431.0,0,1,2012-08-03,9,0,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,70,4857,0,0,0,0,0,0,0,0,0,2
5555,153924.0,0,0,2014-02-07,81,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,4304,0,0,0,0,0,0,0,0,0,0
2564,61278.0,0,1,2014-01-04,87,0,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,72,4338,0,0,0,0,0,0,1,0,0,0
946,26490.0,0,0,2012-09-22,92,0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,67,4807,0,0,0,1,0,0,1,0,0,2
3867,73059.0,0,1,2013-08-31,36,0,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,78,4464,0,1,0,0,0,0,1,0,0,1
6940,46734.0,1,2,2013-10-21,86,0,100,1,39,6,1,76,4,3,2,3,6,0,0,1,0,0,0,59,4413,0,1,0,0,0,0,0,1,0,2
55,56253.0,0,1,2012-12-07,83,0,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,62,4731,0,0,0,0,0,0,1,0,0,2
7093,19986.0,1,0,2013-11-14,74,0,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,40,4389,0,0,0,0,0,1,0,0,0,0
5084,58330.0,0,1,2013-12-25,87,0,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,50,4348,0,0,0,0,0,0,0,0,1,1
1777,25965.0,0,0,2012-09-07,29,0,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,45,4822,0,0,1,0,0,1,0,0,0,0
8162,14661.0,0,0,2013-01-01,88,0,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,69,4706,1,0,0,0,0,0,1,0,0,0
10826,18690.0,0,0,2012-12-28,77,0,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,66,4710,0,0,0,0,0,1,0,0,0,0
8754,45068.0,0,1,2013-05-16,25,0,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,51,4571,0,1,0,0,0,0,1,0,0,0
1987,21063.0,1,0,2013-09-25,34,0,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,38,4439,0,0,1,0,0,0,0,1,0,0
11007,29187.0,1,0,2013-05-09,43,0,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,57,4578,0,1,0,0,0,1,0,0,0,0
7426,54690.0,1,1,2013-11-07,76,0,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,54,4396,0,0,0,1,0,1,0,0,0,2
9153,59304.0,0,1,2013-07-29,81,0,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,61,4497,0,1,0,0,0,1,0,0,0,1
10379,59247.0,0,2,2013-11-08,87,0,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,63,4395,1,0,0,0,0,0,0,1,0,2
9204,66731.0,0,1,2012-09-12,33,0,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,55,4817,0,0,0,0,0,0,0,0,1,1
3197,77353.0,0,1,2013-12-16,38,0,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,45,4357,0,0,0,0,0,1,0,0,0,1
2920,52614.0,0,0,2012-12-01,63,0,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,50,4737,0,1,0,0,0,0,0,1,0,2
6961,26751.0,2,0,2014-05-22,26,0,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,51,4200,0,0,0,0,0,1,0,0,0,0
4673,81300.0,0,1,2012-10-30,17,0,1004,12,145,32,12,36,3,10,3,5,5,1,0,0,0,0,1,62,4769,0,1,0,0,0,1,0,0,0,2
9937,70337.0,0,0,2014-01-02,75,0,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,46,4340,0,0,0,0,0,0,0,1,0,1
8779,36145.0,1,0,2013-06-16,13,0,56,4,76,17,1,18,4,4,1,3,9,0,0,1,0,0,1,40,4540,0,0,0,0,1,1,0,0,0,2
9596,65295.0,0,0,2013-12-23,19,0,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,45,4350,0,1,0,0,0,0,0,1,0,1
2891,68118.0,0,1,2013-10-18,51,0,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,62,4416,0,0,0,0,0,0,0,0,0,1
4910,68743.0,0,0,2012-08-30,81,0,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,58,4830,0,0,0,0,0,0,0,0,0,1
75,41039.0,0,0,2013-07-25,32,0,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,43,4501,0,0,0,1,0,0,1,0,0,1
10120,38946.0,0,1,2013-10-24,84,0,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,70,4410,0,0,0,0,0,0,1,0,0,2
6327,65777.0,0,0,2013-12-19,87,0,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,58,4354,0,0,0,0,0,0,1,0,0,1
10142,66476.0,0,1,2013-03-07,99,0,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,49,4641,0,1,0,0,0,0,0,0,0,1
9826,86857.0,0,0,2012-09-12,96,0,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,1,53,4817,0,1,0,0,0,0,0,1,0,1
1501,160803.0,0,0,2012-08-04,21,0,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,43,4856,0,1,0,0,0,1,0,0,0,1
10767,77845.0,0,0,2014-05-16,40,0,760,40,480,0,40,26,1,3,5,12,1,1,0,0,0,1,0,36,4206,0,1,0,0,0,0,1,0,0,1
7279,69476.0,0,0,2013-09-30,3,0,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,56,4434,0,1,0,0,0,0,1,0,0,1
7230,50611.0,0,0,2012-10-04,98,0,459,0,24,6,0,4,6,4,5,7,6,0,0,0,1,0,1,65,4795,0,1,0,0,0,0,0,0,0,2
143,61209.0,0,0,2013-08-25,73,0,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,55,4470,0,0,0,0,0,0,0,1,0,1
450,42315.0,0,1,2013-07-12,90,0,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,67,4514,1,0,0,0,0,0,1,0,0,2
9316,13084.0,0,0,2013-11-02,29,0,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,73,4401,0,0,1,0,0,0,1,0,0,0
6379,47570.0,1,1,2013-05-29,3,0,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,1,76,4558,1,0,0,0,0,0,0,0,1,0
9239,61923.0,0,2,2013-07-26,94,0,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,64,4500,1,0,0,0,0,1,0,0,0,0
8315,34824.0,0,0,2014-03-26,65,0,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,30,4257,0,0,0,0,0,0,0,1,0,0
2868,26518.0,1,1,2013-04-08,33,0,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,76,4609,0,1,0,0,0,0,0,1,0,0
10888,45938.0,0,0,2013-11-03,46,0,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,64,4400,0,0,0,0,0,0,0,1,0,1
1277,78468.0,0,0,2014-04-09,29,0,434,22,388,104,22,34,1,10,7,10,4,1,0,0,0,0,0,65,4243,0,0,0,0,0,0,1,0,0,1
9977,78901.0,0,1,2013-09-17,99,0,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,52,4447,0,0,0,0,0,0,0,0,0,1
10196,71427.0,2,0,2014-03-12,26,0,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,47,4271,0,0,0,0,0,1,0,0,0,1
6384,71022.0,0,1,2014-02-11,30,0,909,12,278,0,12,242,3,5,2,11,8,0,0,1,0,0,0,47,4300,0,0,0,0,0,0,0,0,0,2
8029,90247.0,0,0,2014-04-29,27,0,1184,32,352,21,16,16,1,3,4,7,1,1,0,0,1,1,1,37,4223,1,0,0,0,0,0,0,1,0,1
968,41335.0,1,0,2013-12-26,24,0,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,57,4347,1,0,0,0,0,0,0,0,0,2
6988,71952.0,1,0,2013-01-10,93,0,656,80,455,52,107,93,2,8,4,8,4,0,0,1,0,1,0,39,4697,0,0,0,0,0,1,0,0,0,1
4472,35682.0,1,0,2014-06-27,34,0,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,55,4164,0,1,0,0,0,0,0,0,0,0
6991,43185.0,0,1,2013-04-10,88,0,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,74,4607,0,0,0,0,0,0,0,0,0,2
3336,66375.0,0,1,2013-11-21,96,0,712,0,45,0,0,191,3,2,4,5,7,0,0,1,0,0,0,77,4382,0,1,0,0,0,0,1,0,0,2
4301,35178.0,1,0,2013-01-10,10,0,23,1,13,2,2,18,1,1,1,2,7,0,0,1,0,0,1,54,4697,1,0,0,0,0,1,0,0,0,0
1940,25252.0,1,0,2013-07-12,26,0,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,39,4514,0,0,0,0,0,1,0,0,0,0
1272,55250.0,0,1,2012-10-21,49,0,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,60,4778,1,0,0,0,0,0,0,1,0,2
1388,33249.0,1,0,2013-02-20,11,0,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,50,4656,0,0,0,0,0,0,0,1,0,0
1044,58398.0,0,0,2013-05-14,44,0,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,72,4573,0,0,0,0,0,0,1,0,0,2
6969,50272.0,1,0,2013-08-07,75,0,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,43,4488,0,0,0,0,0,0,1,0,0,2
10479,76618.0,0,0,2012-12-07,64,0,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,50,4731,0,1,0,0,0,1,0,0,0,1
3619,87305.0,0,0,2012-09-23,19,0,345,25,501,63,138,80,1,5,3,8,2,0,0,0,0,1,1,65,4806,0,0,0,1,0,0,0,0,0,1
1715,25851.0,1,0,2013-02-11,45,0,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,47,4665,0,0,0,0,0,0,1,0,0,0
10159,58710.0,0,1,2013-03-31,77,0,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,55,4617,0,0,0,0,0,0,0,0,0,2
1463,45160.0,1,1,2014-03-29,9,0,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,67,4254,0,0,0,0,0,0,0,1,0,0
5114,74806.0,0,1,2012-12-19,1,0,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,60,4719,1,0,0,0,0,1,0,0,0,2
4990,59111.0,0,0,2013-05-02,90,0,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,71,4585,0,0,0,0,0,1,0,0,0,2
4329,18988.0,1,0,2014-05-23,43,0,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,41,4199,0,1,0,0,0,1,0,0,0,0
10936,72190.0,0,0,2013-02-13,79,0,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,60,4663,0,0,0,0,0,1,0,0,0,1
4692,7500.0,1,0,2012-08-01,19,0,7,0,12,13,7,32,5,4,1,2,9,0,0,1,0,0,1,49,4859,0,0,0,0,0,1,0,0,0,0
7212,44794.0,0,1,2014-06-08,99,0,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,59,4183,0,0,0,0,0,1,0,0,0,0
6086,80395.0,0,0,2013-11-23,62,0,445,25,706,80,76,48,1,6,5,12,2,1,0,0,0,0,0,70,4380,0,0,0,0,0,1,0,0,0,1
437,75012.0,0,0,2014-01-25,41,0,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,49,4317,1,0,0,0,0,0,0,0,0,1
11171,56962.0,2,1,2013-10-11,60,0,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,60,4423,1,0,0,0,0,1,0,0,0,2
11101,89891.0,0,0,2013-04-15,17,0,412,22,132,59,28,183,1,11,6,8,4,0,0,0,0,1,0,34,4602,0,0,0,0,0,0,1,0,0,1
5329,35946.0,1,1,2013-09-27,24,0,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,76,4437,0,1,0,0,0,0,0,0,0,0
610,53593.0,1,1,2012-08-07,60,0,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,72,4853,0,1,0,0,0,0,1,0,0,2
9384,66373.0,1,1,2013-06-12,57,0,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,47,4544,0,0,0,0,0,1,0,0,0,2
5956,45072.0,1,2,2013-10-16,74,0,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,77,4418,0,1,0,0,0,0,0,0,0,2
